latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
45.47837448333334,9.229221897222223,191.1213,0.40000,249,2024,9.466
45.47837448611112,9.229221794444445,191.1216,0.40833,249,2024,9.450
45.478374488888896,9.229221719444446,191.1192,0.41667,249,2024,9.471
45.478374488888896,9.229221655555556,191.1197,0.42500,249,2024,9.466
45.47837449166667,9.229221580555556,191.1221,0.43333,249,2024,9.468
45.47837449722223,9.229221486111111,191.1177,0.44167,249,2024,9.487
45.47837450277778,9.229221466666667,191.1138,0.45000,249,2024,9.484
45.47837451111111,9.22922141111111,191.1083,0.45833,249,2024,9.484
45.47837451111111,9.229221361111112,191.1037,0.46667,249,2024,9.578
45.47837450833333,9.229221333333333,191.1037,0.47500,249,2024,9.568
45.47837450833333,9.229221280555558,191.1002,0.48333,249,2024,9.582
45.47837450277778,9.229221219444444,191.0984,0.49167,249,2024,9.565
45.4783745,9.2292212,191.0938,0.50000,249,2024,9.587
45.47837449722223,9.2292212,191.0931,0.50833,249,2024,9.566
45.47837449722223,9.22922121388889,191.0917,0.51667,249,2024,9.542
45.47837449166667,9.229221236111112,191.0881,0.52500,249,2024,9.622
45.47837449166667,9.229221236111112,191.0851,0.53333,249,2024,9.697
45.478374494444445,9.229221266666668,191.084,0.54167,249,2024,9.793
45.478374494444445,9.229221291666667,191.0857,0.55000,249,2024,9.715
45.47837449166667,9.229221311111113,191.0853,0.55833,249,2024,9.674
45.47837449166667,9.229221363888891,191.0859,0.56667,249,2024,9.634
45.478374488888896,9.229221397222224,191.0914,0.57500,249,2024,9.625
45.47837448333334,9.22922141388889,191.0955,0.58333,249,2024,9.626
45.478374475,9.229221433333334,191.1016,0.59167,249,2024,9.636
45.47837446944445,9.229221425,191.1072,0.60000,249,2024,9.622
45.47837446388889,9.229221444444445,191.1097,0.60833,249,2024,9.661
45.478374461111116,9.229221452777779,191.1158,0.61667,249,2024,9.652
45.478374461111116,9.229221444444445,191.1175,0.62500,249,2024,9.694
45.478374461111116,9.229221441666667,191.1187,0.63333,249,2024,9.672
45.47837445833334,9.229221441666667,191.1192,0.64167,249,2024,9.644
45.47837445833334,9.229221463888889,191.1196,0.65000,249,2024,9.646
45.47837445833334,9.229221472222223,191.1208,0.65833,249,2024,9.717
45.47837445833334,9.229221447222223,191.12,0.66667,249,2024,9.735
45.47837445555557,9.229221422222222,191.1203,0.67500,249,2024,9.741
45.47837445555557,9.229221405555556,191.1203,0.68333,249,2024,9.758
45.47837444722222,9.229221400000002,191.1211,0.69167,249,2024,9.759
45.47837444444445,9.22922141111111,191.1232,0.70000,249,2024,9.819
45.478374441666666,9.229221394444444,191.1245,0.70833,249,2024,9.851
45.47837443888889,9.229221383333334,191.1273,0.71667,249,2024,9.905
45.478374433333336,9.229221372222224,191.1302,0.72500,249,2024,9.918
45.47837442777779,9.229221358333334,191.1327,0.73333,249,2024,9.932
45.47837442777779,9.22922135,191.1356,0.74167,249,2024,9.959
45.478374425000005,9.229221341666667,191.1386,0.75000,249,2024,10.017
45.47837441944446,9.229221341666667,191.1411,0.75833,249,2024,10.092
45.478374416666675,9.229221336111111,191.144,0.76667,249,2024,10.061
45.47837441111111,9.229221338888891,191.1491,0.77500,249,2024,10.046
45.478374405555556,9.229221341666667,191.1531,0.78333,249,2024,10.096
45.47837440277778,9.229221333333333,191.1562,0.79167,249,2024,10.162
45.47837439722222,9.229221322222225,191.1583,0.80000,249,2024,10.142
45.47837439722222,9.2292213,191.1594,0.80833,249,2024,10.166
45.478374394444444,9.229221283333334,191.1609,0.81667,249,2024,10.173
45.478374394444444,9.229221266666668,191.1611,0.82500,249,2024,10.152
45.478374388888895,9.22922126111111,191.1613,0.83333,249,2024,10.223
45.47837438611112,9.229221255555556,191.1607,0.84167,249,2024,10.218
45.47837438611112,9.22922126111111,191.1608,0.85000,249,2024,10.229
45.47837438611112,9.229221258333334,191.1602,0.85833,249,2024,10.205
45.47837438611112,9.229221250000002,191.1598,0.86667,249,2024,10.233
45.47837438611112,9.229221252777778,191.1593,0.87500,249,2024,10.239
45.47837438611112,9.229221252777778,191.1589,0.88333,249,2024,10.248
45.47837438611112,9.229221252777778,191.1577,0.89167,249,2024,10.303
45.47837438611112,9.229221250000002,191.1567,0.90000,249,2024,10.341
45.47837438333333,9.229221250000002,191.1553,0.90833,249,2024,10.380
45.47837438611112,9.229221241666666,191.1544,0.91667,249,2024,10.402
45.47837438611112,9.229221244444444,191.1533,0.92500,249,2024,10.417
45.478374388888895,9.229221241666666,191.1526,0.93333,249,2024,10.420
45.47837439166668,9.229221225,191.1518,0.94167,249,2024,10.423
45.47837439166668,9.229221211111112,191.1508,0.95000,249,2024,10.498
45.478374394444444,9.229221222222222,191.1502,0.95833,249,2024,10.552
45.478374394444444,9.229221225,191.1495,0.96667,249,2024,10.563
45.478374394444444,9.22922121666667,191.1484,0.97500,249,2024,10.564
45.478374394444444,9.229221219444444,191.1481,0.98333,249,2024,10.583
45.478374394444444,9.229221227777778,191.1473,0.99167,249,2024,10.609
45.478374394444444,9.229221233333336,191.1468,1.00000,249,2024,10.617
45.47837439722222,9.229221236111112,191.1461,1.00833,249,2024,10.630
45.47837439722222,9.229221255555556,191.1462,1.01667,249,2024,10.631
45.47837439722222,9.229221272222222,191.1467,1.02500,249,2024,10.627
45.47837439722222,9.229221280555558,191.1466,1.03333,249,2024,10.598
45.4783744,9.229221294444446,191.1463,1.04167,249,2024,10.572
45.47837439722222,9.229221311111113,191.1465,1.05000,249,2024,10.579
45.47837439722222,9.229221327777779,191.1465,1.05833,249,2024,10.603
45.47837439722222,9.229221333333333,191.1463,1.06667,249,2024,10.613
45.47837439722222,9.229221344444445,191.1467,1.07500,249,2024,10.646
45.47837439722222,9.229221358333334,191.1469,1.08333,249,2024,10.695
45.47837439722222,9.22922136666667,191.1468,1.09167,249,2024,10.712
45.4783744,9.229221377777778,191.1467,1.10000,249,2024,10.693
45.4783744,9.229221383333334,191.1471,1.10833,249,2024,10.666
45.4783744,9.22922138888889,191.147,1.11667,249,2024,10.663
45.4783744,9.229221397222224,191.1475,1.12500,249,2024,10.687
45.4783744,9.229221408333334,191.1478,1.13333,249,2024,10.703
45.4783744,9.229221416666666,191.1485,1.14167,249,2024,10.746
45.47837440277778,9.229221425,191.149,1.15000,249,2024,10.737
45.4783744,9.229221430555556,191.1492,1.15833,249,2024,10.769
45.4783744,9.229221430555556,191.1493,1.16667,249,2024,10.790
45.47837439722222,9.229221433333334,191.1494,1.17500,249,2024,10.818
45.47837439722222,9.22922143888889,191.1491,1.18333,249,2024,10.827
45.478374394444444,9.229221447222223,191.1493,1.19167,249,2024,10.848
45.478374394444444,9.229221455555557,191.1498,1.20000,249,2024,10.861
45.47837439722222,9.229221455555557,191.1497,1.20833,249,2024,10.831
45.47837439722222,9.229221461111111,191.1495,1.21667,249,2024,10.839
45.47837439722222,9.229221463888889,191.1495,1.22500,249,2024,10.881
45.47837439722222,9.229221466666667,191.1493,1.23333,249,2024,10.849
45.4783744,9.229221463888889,191.1489,1.24167,249,2024,10.883
45.47837439722222,9.229221469444445,191.1488,1.25000,249,2024,10.868
45.47837439722222,9.229221466666667,191.1488,1.25833,249,2024,10.874
45.4783744,9.229221463888889,191.1485,1.26667,249,2024,10.868
45.4783744,9.229221463888889,191.148,1.27500,249,2024,10.900
45.4783744,9.229221463888889,191.1474,1.28333,249,2024,10.884
45.47837439722222,9.229221466666667,191.1468,1.29167,249,2024,10.908
45.47837439722222,9.229221472222223,191.1464,1.30000,249,2024,10.887
45.47837439722222,9.229221475,191.1459,1.30833,249,2024,10.900
45.47837439722222,9.229221475,191.1456,1.31667,249,2024,10.886
45.47837439722222,9.229221475,191.1453,1.32500,249,2024,10.884
45.47837439722222,9.229221477777777,191.1451,1.33333,249,2024,10.894
45.4783744,9.229221475,191.1446,1.34167,249,2024,10.907
45.47837439722222,9.229221472222223,191.1445,1.35000,249,2024,10.882
45.47837439722222,9.229221469444445,191.1442,1.35833,249,2024,10.883
45.47837439722222,9.229221463888889,191.1439,1.36667,249,2024,10.891
45.47837439722222,9.229221461111111,191.1438,1.37500,249,2024,10.906
45.47837439722222,9.229221458333333,191.1434,1.38333,249,2024,10.907
45.478374394444444,9.229221452777779,191.1432,1.39167,249,2024,10.902
45.478374394444444,9.229221449999999,191.1427,1.40000,249,2024,10.909
45.47837439166668,9.229221444444445,191.1423,1.40833,249,2024,10.930
45.47837439166668,9.229221441666667,191.1419,1.41667,249,2024,10.879
45.47837439166668,9.22922143611111,191.1417,1.42500,249,2024,10.908
45.47837439166668,9.229221430555556,191.1413,1.43333,249,2024,10.920
45.47837439166668,9.229221422222222,191.1409,1.44167,249,2024,10.944
45.47837439166668,9.22922141388889,191.1404,1.45000,249,2024,10.940
45.478374388888895,9.229221408333334,191.1399,1.45833,249,2024,10.950
45.478374388888895,9.229221400000002,191.1393,1.46667,249,2024,10.918
45.478374388888895,9.229221394444444,191.1387,1.47500,249,2024,10.912
45.478374388888895,9.22922138888889,191.1382,1.48333,249,2024,10.941
45.478374388888895,9.229221383333334,191.1375,1.49167,249,2024,10.956
45.478374388888895,9.229221372222224,191.1367,1.50000,249,2024,10.933
45.478374388888895,9.229221363888891,191.1358,1.50833,249,2024,10.942
45.478374388888895,9.229221358333334,191.1351,1.51667,249,2024,10.968
45.47837438611112,9.229221352777778,191.1345,1.52500,249,2024,10.965
45.47837438611112,9.229221347222222,191.1338,1.53333,249,2024,10.962
45.47837438611112,9.229221341666667,191.1331,1.54167,249,2024,10.972
45.47837438611112,9.229221336111111,191.1325,1.55000,249,2024,11.009
45.47837438611112,9.229221333333333,191.1321,1.55833,249,2024,11.017
45.47837438611112,9.229221330555557,191.1316,1.56667,249,2024,11.028
45.47837438611112,9.229221327777779,191.1311,1.57500,249,2024,11.013
45.47837438611112,9.229221325,191.1308,1.58333,249,2024,11.020
45.47837438333333,9.229221325,191.1304,1.59167,249,2024,11.032
45.47837438333333,9.229221319444445,191.1301,1.60000,249,2024,11.030
45.47837438333333,9.22922131388889,191.1298,1.60833,249,2024,11.032
45.47837438055556,9.229221311111113,191.1296,1.61667,249,2024,11.013
45.47837438055556,9.229221308333333,191.1294,1.62500,249,2024,11.020
45.47837438055556,9.229221308333333,191.1289,1.63333,249,2024,10.998
45.47837438055556,9.229221305555555,191.1285,1.64167,249,2024,11.006
45.47837437777778,9.229221302777779,191.1279,1.65000,249,2024,10.997
45.47837437777778,9.229221297222225,191.1276,1.65833,249,2024,10.995
45.47837437777778,9.229221297222225,191.1275,1.66667,249,2024,11.020
45.478374375,9.229221297222225,191.1275,1.67500,249,2024,11.027
45.478374375,9.229221297222225,191.1276,1.68333,249,2024,11.014
45.478374375,9.2292213,191.1274,1.69167,249,2024,11.019
45.47837437222222,9.229221302777779,191.1275,1.70000,249,2024,11.022
45.47837437222222,9.229221305555555,191.1276,1.70833,249,2024,11.042
45.47837437222222,9.229221305555555,191.1276,1.71667,249,2024,11.029
45.47837437222222,9.229221305555555,191.1277,1.72500,249,2024,11.006
45.47837437222222,9.229221305555555,191.1278,1.73333,249,2024,11.063
45.47837437222222,9.229221305555555,191.1277,1.74167,249,2024,11.047
45.47837437222222,9.229221305555555,191.1276,1.75000,249,2024,11.045
45.47837436944444,9.229221308333333,191.1276,1.75833,249,2024,11.012
45.47837436944444,9.229221308333333,191.1273,1.76667,249,2024,11.023
45.47837436944444,9.229221308333333,191.127,1.77500,249,2024,10.993
45.47837436944444,9.229221308333333,191.1268,1.78333,249,2024,10.984
45.47837436666667,9.22922131388889,191.1265,1.79167,249,2024,10.997
45.47837436666667,9.229221311111113,191.1263,1.80000,249,2024,10.986
45.47837436666667,9.229221308333333,191.1263,1.80833,249,2024,10.964
45.47837436388889,9.229221308333333,191.1264,1.81667,249,2024,10.980
45.47837436388889,9.229221308333333,191.1264,1.82500,249,2024,10.965
45.47837436388889,9.229221311111113,191.1264,1.83333,249,2024,10.978
45.478374361111115,9.229221311111113,191.1263,1.84167,249,2024,10.976
45.478374361111115,9.229221308333333,191.1262,1.85000,249,2024,10.964
45.478374361111115,9.229221311111113,191.126,1.85833,249,2024,10.965
45.47837435833334,9.229221311111113,191.126,1.86667,249,2024,10.953
45.47837435833334,9.229221311111113,191.1257,1.87500,249,2024,10.938
45.47837435833334,9.229221308333333,191.1257,1.88333,249,2024,10.947
45.478374355555566,9.229221305555555,191.1255,1.89167,249,2024,10.970
45.478374355555566,9.229221305555555,191.1253,1.90000,249,2024,10.931
45.478374355555566,9.229221305555555,191.1251,1.90833,249,2024,10.970
45.478374355555566,9.229221311111113,191.1252,1.91667,249,2024,10.947
45.478374355555566,9.229221311111113,191.1253,1.92500,249,2024,10.938
45.478374355555566,9.22922131388889,191.1252,1.93333,249,2024,10.956
45.478374355555566,9.229221316666667,191.1252,1.94167,249,2024,10.970
45.478374355555566,9.229221316666667,191.1251,1.95000,249,2024,10.969
45.478374355555566,9.229221319444445,191.1251,1.95833,249,2024,10.963
45.478374355555566,9.229221322222225,191.125,1.96667,249,2024,10.962
45.478374355555566,9.229221325,191.1251,1.97500,249,2024,10.951
45.478374352777784,9.229221327777779,191.1251,1.98333,249,2024,10.929
45.478374352777784,9.229221330555557,191.1252,1.99167,249,2024,10.919
45.478374352777784,9.229221333333333,191.1253,2.00000,249,2024,10.879
45.478374352777784,9.229221338888891,191.1254,2.00833,249,2024,10.909
45.478374352777784,9.229221341666667,191.1254,2.01667,249,2024,10.900
45.478374352777784,9.229221344444445,191.1255,2.02500,249,2024,10.865
45.478374352777784,9.229221344444445,191.1256,2.03333,249,2024,10.857
45.478374352777784,9.229221347222222,191.1255,2.04167,249,2024,10.853
45.47837435000001,9.229221347222222,191.1255,2.05000,249,2024,10.841
45.47837435000001,9.229221347222222,191.1253,2.05833,249,2024,10.797
45.47837435000001,9.22922135,191.1253,2.06667,249,2024,10.790
45.47837435000001,9.22922135,191.1251,2.07500,249,2024,10.763
45.47837435000001,9.229221352777778,191.1249,2.08333,249,2024,10.758
45.47837435000001,9.229221352777778,191.1247,2.09167,249,2024,10.712
45.47837434722222,9.229221352777778,191.1247,2.10000,249,2024,10.704
45.47837434722222,9.229221358333334,191.1244,2.10833,249,2024,10.694
45.47837434722222,9.229221361111112,191.1242,2.11667,249,2024,10.691
45.47837434722222,9.229221361111112,191.1239,2.12500,249,2024,10.653
45.47837434722222,9.229221363888891,191.1236,2.13333,249,2024,10.612
45.47837434722222,9.22922136666667,191.1235,2.14167,249,2024,10.631
45.47837434722222,9.229221369444444,191.1234,2.15000,249,2024,10.617
45.47837435000001,9.229221372222224,191.1233,2.15833,249,2024,10.609
45.47837435000001,9.229221372222224,191.1232,2.16667,249,2024,10.634
45.47837434722222,9.229221377777778,191.1231,2.17500,249,2024,10.605
45.47837434722222,9.229221383333334,191.123,2.18333,249,2024,10.590
45.47837434722222,9.229221386111112,191.1229,2.19167,249,2024,10.561
45.47837434722222,9.22922138888889,191.1229,2.20000,249,2024,10.574
45.47837434722222,9.229221394444444,191.1227,2.20833,249,2024,10.581
45.47837434722222,9.229221397222224,191.1227,2.21667,249,2024,10.598
45.47837434722222,9.229221400000002,191.1225,2.22500,249,2024,10.557
45.47837434722222,9.229221405555556,191.1223,2.23333,249,2024,10.539
45.47837434722222,9.22922141111111,191.1221,2.24167,249,2024,10.573
45.47837434722222,9.22922141388889,191.122,2.25000,249,2024,10.565
45.47837434722222,9.229221419444444,191.1219,2.25833,249,2024,10.543
45.47837434722222,9.229221425,191.1218,2.26667,249,2024,10.513
45.47837434722222,9.229221430555556,191.1216,2.27500,249,2024,10.549
45.47837434722222,9.229221430555556,191.1215,2.28333,249,2024,10.537
45.47837434722222,9.229221433333334,191.1214,2.29167,249,2024,10.539
45.47837434722222,9.22922143611111,191.1214,2.30000,249,2024,10.509
45.47837434722222,9.229221441666667,191.1213,2.30833,249,2024,10.498
45.47837434722222,9.229221444444445,191.1212,2.31667,249,2024,10.504
45.47837434722222,9.229221447222223,191.1211,2.32500,249,2024,10.486
45.47837434722222,9.229221449999999,191.121,2.33333,249,2024,10.510
45.47837434722222,9.229221452777779,191.1208,2.34167,249,2024,10.535
45.47837434722222,9.229221455555557,191.1207,2.35000,249,2024,10.535
45.47837434722222,9.229221458333333,191.1205,2.35833,249,2024,10.536
45.47837434722222,9.229221463888889,191.1202,2.36667,249,2024,10.525
45.47837434722222,9.229221469444445,191.1201,2.37500,249,2024,10.521
45.47837435000001,9.229221472222223,191.1199,2.38333,249,2024,10.525
45.47837435000001,9.229221475,191.1196,2.39167,249,2024,10.492
45.47837435000001,9.229221480555555,191.1195,2.40000,249,2024,10.486
45.478374352777784,9.229221486111111,191.1193,2.40833,249,2024,10.473
45.478374352777784,9.22922148888889,191.1191,2.41667,249,2024,10.470
45.478374352777784,9.22922148888889,191.1189,2.42500,249,2024,10.467
45.478374355555566,9.22922148888889,191.1186,2.43333,249,2024,10.451
45.478374355555566,9.229221491666667,191.1185,2.44167,249,2024,10.441
45.478374355555566,9.229221491666667,191.1184,2.45000,249,2024,10.406
45.478374355555566,9.229221491666667,191.1183,2.45833,249,2024,10.416
45.478374355555566,9.22922148888889,191.1184,2.46667,249,2024,10.461
45.478374355555566,9.229221486111111,191.1184,2.47500,249,2024,10.486
45.478374352777784,9.229221483333331,191.1183,2.48333,249,2024,10.446
45.478374352777784,9.229221475,191.1184,2.49167,249,2024,10.475
45.478374352777784,9.229221472222223,191.1185,2.50000,249,2024,10.458
45.478374352777784,9.229221469444445,191.1186,2.50833,249,2024,10.492
45.47837435000001,9.229221469444445,191.1187,2.51667,249,2024,10.444
45.478374352777784,9.229221472222223,191.1187,2.52500,249,2024,10.426
45.47837435000001,9.229221472222223,191.1189,2.53333,249,2024,10.444
45.47837435000001,9.229221469444445,191.119,2.54167,249,2024,10.442
45.47837435000001,9.229221469444445,191.119,2.55000,249,2024,10.421
45.47837435000001,9.229221466666667,191.119,2.55833,249,2024,10.392
45.47837435000001,9.229221466666667,191.119,2.56667,249,2024,10.398
45.47837435000001,9.229221466666667,191.1189,2.57500,249,2024,10.407
45.47837435000001,9.229221463888889,191.1189,2.58333,249,2024,10.396
45.47837435000001,9.229221461111111,191.1189,2.59167,249,2024,10.379
45.47837435000001,9.229221461111111,191.1189,2.60000,249,2024,10.361
45.47837435000001,9.229221461111111,191.1189,2.60833,249,2024,10.364
45.47837435000001,9.229221461111111,191.119,2.61667,249,2024,10.380
45.47837435000001,9.229221461111111,191.119,2.62500,249,2024,10.341
45.47837435000001,9.229221461111111,191.1191,2.63333,249,2024,10.283
45.47837435000001,9.229221461111111,191.1191,2.64167,249,2024,10.289
45.47837435000001,9.229221463888889,191.119,2.65000,249,2024,10.254
45.47837435000001,9.229221463888889,191.119,2.65833,249,2024,10.246
45.47837435000001,9.229221463888889,191.1191,2.66667,249,2024,10.258
45.47837435000001,9.229221461111111,191.1191,2.67500,249,2024,10.263
45.478374352777784,9.229221461111111,191.1191,2.68333,249,2024,10.266
45.478374352777784,9.229221458333333,191.1191,2.69167,249,2024,10.242
45.478374352777784,9.229221455555557,191.1191,2.70000,249,2024,10.224
45.478374352777784,9.229221458333333,191.1191,2.70833,249,2024,10.236
45.478374352777784,9.229221458333333,191.1192,2.71667,249,2024,10.228
45.478374352777784,9.229221461111111,191.1193,2.72500,249,2024,10.242
45.478374352777784,9.229221461111111,191.1195,2.73333,249,2024,10.233
45.478374352777784,9.229221461111111,191.1196,2.74167,249,2024,10.207
45.47837435000001,9.229221463888889,191.1197,2.75000,249,2024,10.234
45.47837435000001,9.229221466666667,191.1198,2.75833,249,2024,10.293
45.47837435000001,9.229221466666667,191.1199,2.76667,249,2024,10.229
45.47837435000001,9.229221469444445,191.1201,2.77500,249,2024,10.130
45.47837435000001,9.229221469444445,191.1202,2.78333,249,2024,10.063
45.47837435000001,9.229221472222223,191.1204,2.79167,249,2024,10.114
45.47837435000001,9.229221472222223,191.1205,2.80000,249,2024,10.136
45.47837434722222,9.229221472222223,191.1207,2.80833,249,2024,10.142
45.47837434722222,9.229221472222223,191.1209,2.81667,249,2024,10.105
45.47837434722222,9.229221475,191.1211,2.82500,249,2024,10.053
45.47837434722222,9.229221475,191.1212,2.83333,249,2024,10.090
45.47837434722222,9.229221475,191.1213,2.84167,249,2024,10.120
45.47837434722222,9.229221475,191.1214,2.85000,249,2024,10.163
45.47837434722222,9.229221475,191.1215,2.85833,249,2024,10.138
45.47837434722222,9.229221477777777,191.1217,2.86667,249,2024,10.176
45.47837434722222,9.229221480555555,191.1219,2.87500,249,2024,10.146
45.47837434722222,9.229221480555555,191.122,2.88333,249,2024,10.109
45.47837434722222,9.229221483333331,191.1221,2.89167,249,2024,10.067
45.47837434722222,9.229221486111111,191.1223,2.90000,249,2024,10.094
45.47837434722222,9.22922148888889,191.1225,2.90833,249,2024,10.096
45.47837434722222,9.229221491666667,191.1225,2.91667,249,2024,10.032
45.478374344444454,9.229221494444444,191.1227,2.92500,249,2024,10.041
45.478374344444454,9.229221497222222,191.1228,2.93333,249,2024,10.034
45.478374344444454,9.2292215,191.1229,2.94167,249,2024,9.988
45.478374344444454,9.2292215,191.1231,2.95000,249,2024,9.979
45.478374344444454,9.2292215,191.1232,2.95833,249,2024,9.962
45.478374344444454,9.2292215,191.1234,2.96667,249,2024,9.955
45.47837434166667,9.229221502777778,191.1236,2.97500,249,2024,9.973
45.47837434166667,9.229221502777778,191.1237,2.98333,249,2024,9.906
45.47837434166667,9.229221502777778,191.1239,2.99167,249,2024,9.873
45.47837434166667,9.229221502777778,191.1241,3.00000,249,2024,9.812
45.47837433888889,9.229221502777778,191.1244,3.00833,249,2024,9.877
45.47837433888889,9.229221502777778,191.1246,3.01667,249,2024,9.936
45.478374336111116,9.229221502777778,191.1248,3.02500,249,2024,9.940
45.478374336111116,9.229221505555556,191.125,3.03333,249,2024,9.902
45.478374336111116,9.229221505555556,191.1253,3.04167,249,2024,9.859
45.478374333333335,9.229221505555556,191.1256,3.05000,249,2024,9.860
45.478374333333335,9.229221505555556,191.1258,3.05833,249,2024,9.828
45.47837433055556,9.229221505555556,191.1261,3.06667,249,2024,9.793
45.47837433055556,9.229221505555556,191.1263,3.07500,249,2024,9.783
45.47837433055556,9.229221508333334,191.1265,3.08333,249,2024,9.740
45.47837433055556,9.229221508333334,191.1268,3.09167,249,2024,9.662
45.47837432777778,9.22922151111111,191.1273,3.10000,249,2024,9.624
45.47837432777778,9.22922151388889,191.1277,3.10833,249,2024,9.631
45.47837432777778,9.22922151388889,191.1279,3.11667,249,2024,9.594
45.47837432777778,9.229221516666668,191.128,3.12500,249,2024,9.649
45.47837432777778,9.22922151388889,191.128,3.13333,249,2024,9.661
45.47837432777778,9.22922151111111,191.1282,3.14167,249,2024,9.573
45.47837432777778,9.22922151111111,191.1282,3.15000,249,2024,9.542
45.47837432777778,9.229221508333334,191.1284,3.15833,249,2024,9.553
45.47837432777778,9.229221508333334,191.1285,3.16667,249,2024,9.521
45.47837432777778,9.229221505555556,191.1285,3.17500,249,2024,9.488
45.47837432777778,9.229221502777778,191.1286,3.18333,249,2024,9.439
45.47837432500001,9.2292215,191.1287,3.19167,249,2024,9.491
45.47837432500001,9.229221497222222,191.1288,3.20000,249,2024,9.440
45.47837432500001,9.229221494444444,191.1289,3.20833,249,2024,9.398
45.47837432222223,9.22922148888889,191.1289,3.21667,249,2024,9.338
45.47837432222223,9.229221483333331,191.129,3.22500,249,2024,9.281
45.47837431944446,9.229221480555555,191.1292,3.23333,249,2024,9.279
45.47837431944446,9.229221477777777,191.1293,3.24167,249,2024,9.342
45.47837431944446,9.229221475,191.1294,3.25000,249,2024,9.314
45.47837431666668,9.229221472222223,191.1296,3.25833,249,2024,9.312
45.47837431666668,9.229221472222223,191.1298,3.26667,249,2024,9.291
45.47837431666668,9.229221472222223,191.13,3.27500,249,2024,9.242
45.47837431666668,9.229221469444445,191.1301,3.28333,249,2024,9.208
45.47837431388889,9.229221469444445,191.1302,3.29167,249,2024,9.135
45.47837431388889,9.229221469444445,191.1302,3.30000,249,2024,9.131
45.47837431388889,9.229221469444445,191.1302,3.30833,249,2024,9.137
45.47837431388889,9.229221469444445,191.1302,3.31667,249,2024,9.104
45.47837431388889,9.229221469444445,191.1302,3.32500,249,2024,9.037
